Ticker,Razão Social,CNPJ,Nome Pregão,Segmento,Cotas emitidas,Descrição,Link de Acesso,Público alvo,Segmento ANBIMA,Número de cotistas,Tipo de gestão,Prazo de duração,Tipo ANBIMA,Administrador,CNPJ Administrador,Telefone Administrador,Email Administrador,Site Administrador,Data de constituição do fundo,Valor inicial da cota (IPO),Registro na CVM
APXR11,APEX REALTY FDO DE INV IMOB RESP LTDA,52.446.271/0001-79,FII APXR,Imóveis Residenciais,109.567,,https://www.fundsexplorer.com.br/funds/APXR11,Investidores em Geral,Residencial,130,Ativa,Indeterminado,Desenvolvimento para Venda,BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM,59.281.253/0001-23,55 11 3383-3102,ri.fundoslistados@btgpactual.com,www.btgpactual.com,,,
APXU11,APEX URB FDO DE INV IMOB RESP LTDA,52.521.137/0001-95,FII APXU,Imóveis Residenciais,101.542,,https://www.fundsexplorer.com.br/funds/APXU11,Investidores em Geral,Híbrido,40,Ativa,Indeterminado,Híbrido,BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM,59.281.253/0001-23,55 11 3383-3102,ri.fundoslistados@btgpactual.com,www.btgpactual.com,,,
AQLL11,Áquilla,13.555.918/0001-49,Áquilla,Fundo de Fundos,145.817,"AQLL11: FII AQUILLA        

        Fundo registo pela Lei n° 8.668/93 e pela Instrução CVM 472, constituído sob a forma de condomínio fechado, com prazo de duração indeterminado.",https://www.fundsexplorer.com.br/funds/AQLL11,Investidor Qualificado e Profissional,Híbrido,84,Ativa,Indeterminado,Híbrido,RJI CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA,42.066.258/0001-30,21 3500-450021 3500-4514,controladoria.fundos@rjicv.com.br,www.rjicv.com.br,11/03/2011,,
ARCT11,RIZA ARCTIUM REAL ESTATE FDO INV IMOB,28.267.696/0001-36,FII ARCTIUM,Imóveis Industriais e Logísticos,3.708.168,"ARCT11: RIZA ARCTIUM REAL ESTATE FDO INV IMOB        


ARCT11 – Um FII Híbrido


ARCT11 é um fundo imobiliário do tipo híbrido. O foco dos seus investimentos está em imóveis ou investimentos em títulos imobiliários.

O Riza Arctium Real Estate FII (
ARCT11
) é um fundo de investimento imobiliário do tipo ANBIMA renda gestão ativo do segmento híbrido. É constituído sob a forma de condomínio fechado, com prazo de duração indeterminado, sendo regido por seu regulamento e pelas disposições legais que lhe forem aplicáveis.


Características do fundo ARCT11


O ARCT11 tem como objetivo rentabilizar o investimento realizado pelos cotistas por meio da aquisição de direitos reais sobre imóveis ou da subscrição/aquisição de títulos e valores mobiliários relacionados ao setor imobiliário.

O fundo poderá fazer aquisição direta de imóveis ou direitos reais sobre imóveis, prontos ou em construção, e inclusive frações ideais de imóveis, provenientes dos segmentos: logístico, industrial, comercial, residencial, hospitalar ou educacional, para posterior alienação, locação, arrendamento ou exploração de direito real de superfície.

Também, o ARCT11 poderá investir em ações, debêntures, bônus de subscrição, certificados de desdobramentos, certificados de depósito de valores mobiliários, cédulas de debêntures, cotas de FIIs, notas promissórias, e quaisquer outros valores mobiliários, cujas atividades preponderantes sejam permitidas aos fundos de investimento imobiliário.

Da mesma forma, o fundo poderá comprar cotas de outros, certificados de recebíveis imobiliários (CRIs) e outros ativos de renda fixa relacionados com o mercado imobiliário, tais como letras hipotecárias (LH), letras de crédito imobiliário (LCI) e letras imobiliárias garantidas (LIG).

É administrado pelo banco 
BTG Pactual
, com gestão da 
Riza Asset
.

As cotas do 
Riza Arctium Real Estate FII
 são negociadas com o código (ticker) ARCT11 no mercado de bolsa da B3 - Brasil, Bolsa e Balcão.

Sua taxa de administração é de 1 %a.a. sobre patrimônio líquido.

O ARCT11 deverá distribuir a seus cotistas no mínimo 95% dos resultados auferidos, apurados segundo o regime de caixa, com base em balanço semestral encerrado em 30 de junho e 31 de dezembro de cada ano.

Caso o fundo tenha auferido resultado positivo num determinado período, este poderá ser distribuído aos cotistas, a exclusivo critério do administrador, com base em recomendação do Gestor, mensalmente, no 15º dia útil do mês subsequente ao do recebimento dos recursos pelo fundo, a título de antecipação dos rendimentos do semestre a serem distribuídos.


Riza Arctium Real Estate FII – ARCT11


As aplicações realizadas no fundo não contam com garantia do Administrador ou do Fundo Garantidor de Crédito, não podendo o administrador ser responsabilizado por eventuais depreciações dos ativos que compõem a carteira do fundo.

Portanto, é recomendado a leitura cuidadosa do prospecto e do regulamento do fundo de investimento pelo investidor ao aplicar seus recursos.

Para conferir outros dados e indicadores do 
ARCT11
, continue navegando em nosso site. Temos todas as informações necessárias disponíveis aqui.",https://www.fundsexplorer.com.br/funds/ARCT11,Investidores em Geral,Híbrido,43.228,Ativa,Indeterminado,Híbrido,BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM,59.281.253/0001-23,55 11 3383-3102,ri.fundoslistados@btgpactual.com,www.btgpactual.com,,,
ARFI11B,Áquilla Renda,14.069.202/0001-02,Áquilla Renda,Imóveis Industriais e Logísticos,114.054,,https://www.fundsexplorer.com.br/funds/ARFI11B,Investidor Qualificado e Profissional,Títulos e Valores Mobiliários,28,Ativa,Indeterminado,Títulos e Valores Mobiliários,ÍNDIGO INVESTIMENTOS DTVM,00.329.598/0001-67,11 3113-0060,informeslegais@seferinvestimentos.com.br,www.seferinvestimentos.com.br,16/11/2012,,
AROA11,AROEIRA 333 RENDA LOGÍSTICA FDO DE INV IMOB,44.674.528/0001-11,FII AROA,Imóveis Industriais e Logísticos,170.033.827,,https://www.fundsexplorer.com.br/funds/AROA11,Investidores em Geral,Outros,2.838,Ativa,Indeterminado,Desenvolvimento para Renda,VORTX DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.,22.610.500/0001-88,11 3030-7177,fundos@vortx.com.br,www.vortx.com.br,,,
ARRI11,ÁTRIO REIT RECEBÍVEIS IMOBILIÁRIOS,32.006.821/0001-21,FII ATRIO,Papéis,17.922.745,"ARRI11: FDO. INV. IMOB. ÁTRIO REIT RECEBÍVEIS IMOBILIÁRIOS        


ARRI11 – FII
de títulos e valores mobiliários gestão ativa


ARRI11 é um fundo imobiliário do tipo papel, ou seja,
seus investimentos são destinados principalmente a aplicações em títulos e
valores mobiliários.

Fundos de papel como 
ARRI11 
são fundos de
investimentos que atuam majoritariamente em recebíveis imobiliários, que são
investimentos de renda fixa voltado ao setor imobiliário.

O 
Átrio Reit Recebíveis Imobiliários
 é um fundo de investimento imobiliário
do tipo ANBIMA títulos e valores mobiliários gestão ativa do segmento títulos e
valores mobiliários. É constituído sob a forma de condomínio fechado, com prazo
de duração indeterminado, regido pelas disposições legais e regulamentares que
lhe forem aplicáveis.


Características
do fundo ARRI11


O 
Fundo Imobiliário
 
Átrio Reit
Recebíveis Imobiliários
 foi
constituído em novembro de 2018 com o objetivo de proporcionar aos
cotistas rentabilidade ao seu investimento por meio da distribuição de
rendimentos e resultados auferidos, primordialmente por meio de investimento em
ativos financeiros de origem imobiliária, incluindo títulos e valores
mobiliários e/ou seus direitos permitidos aos FIIs (Ativos-Alvo).

O público alvo do ARRI11 será composto por investidores em
geral, pessoas físicas ou jurídicas, residentes, domiciliados ou com sede no
Brasil, fundos de investimento, que sejam ou não investidores qualificados, nos
termos da regulamentação aplicável.

O fundo é administrado pelo Oliveira Trust, sociedade
devidamente autorizada e habilitada pela CVM para o exercício profissional de
administração de carteira de valores mobiliários.

As cotas do 
Átrio Reit Recebíveis Imobiliários
 são negociadas com o código
(ticker) ARRI11 no mercado de bolsa da B3 - Brasil, Bolsa e Balcão.

Sua taxa de administração é de 0,14% ao ano (mínimo R$
12.000,00 mensais corrigido pelo IGPM). Gestão: 0,50% ao ano (mínimo R$
16.000,00 mensais corrigido pelo IGPM). Escrituração: máximo 0,30% ao ano (mínimo
R$ 2.750,00 mensais corrigido pelo IGPM). Todas as taxas serão aplicadas sobre
patrimônio líquido ou valor de mercado do fundo se o fundo fizer parte de
índice de mercado (IFIX). Performance: 20% do exceder retorno acumulado do CDI.

A política de distribuição de 
rendimentos do ARRI11
 considera
que o fundo deverá distribuir a seus cotistas, no mínimo, 95% dos resultados
auferidos, apurados segundo o regime de caixa.

O administrador apurará os resultados de determinado mês até
o último dia útil do mês corrente, e deverá distribuir tal resultado aos cotistas,
mensalmente, até o 5º dia útil do mês subsequente ao do recebimento dos
recursos, a título de antecipação dos rendimentos do semestre a serem
distribuídos.


Átrio
Reit Recebíveis Imobiliários – ARRI11


As aplicações realizadas no fundo não contam com garantia do
Administrador ou do Fundo Garantidor de Crédito, não podendo o administrador
ser responsabilizado por eventuais depreciações dos ativos que compõem a
carteira do fundo.

Portanto, é recomendado a leitura cuidadosa do prospecto e
do regulamento do fundo de investimento pelo investidor ao aplicar seus
recursos.

Por fim, para conferir outros dados e indicadores do 
ARRI11
,
continue navegando em nosso site. Temos todas as informações necessárias
disponíveis aqui.",https://www.fundsexplorer.com.br/funds/ARRI11,Investidores em Geral,Títulos e Valores Mobiliários,26.768,Ativa,Indeterminado,Títulos e Valores Mobiliários,OLIVEIRA TRUST DTVM S.A.,36.113.876/0001-91,(21) 3514-0000,ger2.fundos@oliveiratrust.com.br,www.oliveiratrust.com.br,,,
ARXD11,ARX DOVER RECEBÍVEIS FDO DE INV IMOB,44.527.494/0001-32,FII ARXD R,Papéis,654.895,,https://www.fundsexplorer.com.br/funds/ARXD11,Investidores em Geral,Títulos e Valores Mobiliários,542,Ativa,Indeterminado,Títulos e Valores Mobiliários,HEDGE INVESTMENTS DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.,07.253.654/0001-76,(11) 5412-5400,dtvm@hedgeinvest.com.br,www.hedgeinvest.com.br,,,
ASMT11,ASA METROPOLIS FUNDO DE INVESTIMENTO IMOBILIÁRIO,38.293.921/0001-62,FII ASA MET,Lajes Corporativas,1.081.257,,https://www.fundsexplorer.com.br/funds/ASMT11,Investidores em Geral,Híbrido,477,Ativa,Indeterminado,Híbrido,BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM,59.281.253/0001-23,55 11 3383-3102,ri.fundoslistados@btgpactual.com,www.btgpactual.com,,,
ASRF11,ASA RETROFITS I FDO DE INV IMOB,45.188.033/0001-45,FII ASA RET,Indefinido,2.942,,https://www.fundsexplorer.com.br/funds/ASRF11,Investidor Qualificado,Híbrido,67,Ativa,Determinado,Híbrido,BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM,59.281.253/0001-23,55 11 3383-3102,ri.fundoslistados@btgpactual.com,www.btgpactual.com,,,
ATCR11,HAZ,14.631.148/0001-39,HAZ,Lajes Corporativas,928.908,"ATCR11: HAZ        

        O fundo foi constituído sob a forma de condomínio fechado. O fundo é destinado a pessoas físicas e jurídicas, fundos de investimento, carteiras administradas, fundos de pensão, entidades administradoras de recursos de terceiros registradas na CVM, entidades autorizadas a funcionar pelo Banco Central, condomínios destinados à aplicação em carteira de títulos e valores mobiliários registrados na CVM, seguradoras, entidades de previdência complementar e de capitalização e investidores residentes no exterior que invistam no Brasil segundo as normas
da Resolução CMN n.º 2.689 e da Instrução CVM n.º 325",https://www.fundsexplorer.com.br/funds/ATCR11,Investidores em Geral,Títulos e Valores Mobiliários,33,Ativa,Determinado,Títulos e Valores Mobiliários,RJI CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA,42.066.258/0001-30,21 3500-450021 3500-4514,controladoria.fundos@rjicv.com.br,www.rjicv.com.br,01/04/2012,,
ATSA11,Hedge Atrium Shopping Santo André,12.809.972/0001-00,Hedge Atrium Shopping Santo André,Shoppings,1.751.141,"ATSA11: Hedge Atrium Shopping Santo André        


ATSA11 –
FII Mono Ativo Multi Locatários Do Tipo Tijolo


ATSA11 é
um fundo imobiliário do tipo tijolo. Seus investimentos são destinados
prioritariamente em propriedades de shoppings.

Fundos
de tijolo como o 
ATSA11
 tem como objetivo comprar ou construir
ativos para alugar e gerar uma renda mensal. São assim chamados por
representarem os imóveis físicos (tangíveis) propriamente ditos.

O 
FII Hedge Atrium Shopping Santo André
 é um fundo de investimento imobiliário do tipo ANBIMA desenvolvimento
para renda gestão passiva de segmento shoppings. É constituído sob a forma de
condomínio fechado, com prazo de duração indeterminado, regido pelas
disposições legais e regulamentares que lhe forem aplicáveis.


Características do fundo ATSA11


O 
Fundo
Imobiliário 
Hedge Atrium Shopping Santo André 
foi
constituído em dezembro de 2010 e tem por objeto o investimento
preponderantemente em empreendimentos imobiliários de natureza comercial,
notadamente, o empreendimento imobiliário denominado “Atrium Shopping Santo
André”, incluindo as suas vagas de garagem e direitos sobre empreendimentos
imobiliários destinados à atividade comercial.

Seus recursos serão aplicados em
carteira formada preponderantemente e preferencialmente pelo imóvel alvo e
pelos demais ativos previstos em seu regulamento, de modo a buscar proporcionar
ao cotista obtenção de renda e uma rentabilidade adequada para o investimento
realizado.

É administrado pela HEDGE
INVESTMENTS DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA., instituição com
sede na cidade de São Paulo.

As
cotas do 
FII Hedge Atrium Shopping Santo André
 são negociadas com o código (ticker) 
ATSA11
 no
mercado de bolsa da B3 - Brasil, Bolsa e Balcão.

Sua
taxa de administração é de 0,50% ao ano sobre valor de mercado do fundo.

A
política de distribuição de 
rendimentos do ATSA11 
deve
distribuir a seus cotistas, no mínimo, 95% dos resultados auferidos, apurados
segundo o regime de caixa.

Os rendimentos auferidos serão
distribuídos aos cotistas, mensalmente, sempre no 10º dia útil do mês
subsequente ao do recebimento dos recursos, a título de antecipação dos
rendimentos do semestre a serem distribuídos.

O ATSA11 poderá contratar
operações com derivativos, exclusivamente para fins de proteção patrimonial,
cuja exposição seja sempre, no máximo, o valor do seu patrimônio líquido.

Seu objeto e sua política de investimentos somente poderão
ser alterados por deliberação da assembleia geral de cotistas, observadas as
regras estabelecidas em seu regulamento.


FII Hedge
Atrium Shopping Santo André - ATSA11


As aplicações realizadas no fundo não contam com garantia
do Administrador ou do Fundo Garantidor de Crédito, não podendo o administrador
ser responsabilizado por eventuais depreciações dos ativos que compõem a
carteira do fundo.

Portanto, é recomendado a leitura cuidadosa do prospecto e
do regulamento do fundo de investimento pelo investidor ao aplicar seus
recursos.

Para conferir outros dados e indicadores do 
ATSA11
,
continue navegando em nosso site. Temos todas as informações necessárias
disponíveis aqui.",https://www.fundsexplorer.com.br/funds/ATSA11,Investidores em Geral,Shoppings,280,Passiva,Indeterminado,Desenvolvimento para Renda,HEDGE INVESTMENTS DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.,07.253.654/0001-76,(11) 5412-5400,dtvm@hedgeinvest.com.br,www.hedgeinvest.com.br,23/03/2011,,
